20,47849.137455968,-0.237131209982767
20.952,47591.742365441,-0.245799288615572
21.95,47250.1767616244,-0.254208208135212
22.995,46891.0866057474,-0.263093069781101
24.09,46485.2376576702,-0.27139340225816
25.237,46155.473296423,-0.280064639490322
26.439,45943.8427194522,-0.288876149268146
27.698,45731.4518137699,-0.298145007676071
29.017,45483.6744744848,-0.307536295740697
30.398,45124.8150202423,-0.317395637611592
31.846,44704.0494947136,-0.327538716644151
33.362,44282.8631128993,-0.336711210610959
34.951,44011.9630305128,-0.346573417004258
36.615,43759.5376118979,-0.357683138392773
38.358,43470.3470498423,-0.368093756666609
40.185,43093.2039352043,-0.379722533765036
42.098,42679.3548510017,-0.391425935336295
44.103,42215.4368418427,-0.400860637705262
46.203,41698.383533637,-0.413754545082188
48.403,41286.3683896264,-0.428035690762147
50.707,40510.1386337871,-0.439110496568086
53.122,40145.792150124,-0.451237418148902
55.651,39644.2816191554,-0.459894063228061
58.301,38995.7594126326,-0.472149498040889
61.077,38456.1112799185,-0.483272871154831
63.985,37956.4360175974,-0.495186397463702
67.032,37384.1335491677,-0.507510556892708
70.224,36813.5196618737,-0.519277752970221
73.568,36249.0796509426,-0.53134527263658
77.071,35668.005246846,-0.544465668707897
80.74,35109.6801240287,-0.555856174044111
84.585,34523.3621122539,-0.56883290442078
88.612,33927.7833607004,-0.581706350277208
92.832,33356.4148999679,-0.594110095044093
97.252,32764.942341905,-0.607531894583623
101.883,32145.635971949,-0.618751161853685
106.734,31559.7453391636,-0.632621307837022
111.816,30982.1139267545,-0.644980998478518
117.14,30377.0653561874,-0.658188488315922
122.718,29773.9388274477,-0.670601660833211
128.561,29174.5366533291,-0.683537087191961
134.683,28574.6974952473,-0.6961542570409
141.096,27971.0871327413,-0.708812341115337
147.814,27369.4784057763,-0.721251710518176
154.853,26786.5712834423,-0.733942639725588
162.226,26192.1691572166,-0.746726285281678
169.951,25608.4382528424,-0.759461756861658
178.043,25020.3907600958,-0.772293215603631
186.521,24441.0247122682,-0.784588477144938
195.402,23867.1382862816,-0.796738631138192
204.706,23296.1040349118,-0.80948805804579
214.453,22721.6099901961,-0.821622441834729
224.665,22151.0015659547,-0.833791293031831
235.362,21588.6615619928,-0.845753578598918
246.569,21030.8361409312,-0.857646818978669
258.31,20483.7139310653,-0.86954581809138
270.61,19936.2104710259,-0.881465209122572
283.495,19393.0226197432,-0.892928993112536
296.994,18862.0289466151,-0.904258188661247
311.135,18332.9605465848,-0.915789497717711
325.95,17816.2064885585,-0.926669524213174
341.471,17414.3261019298,-0.939406051207459
357.73,16902.4799992816,-0.950481971754401
374.763,16406.3968913512,-0.961086195348914
392.608,15913.2880029618,-0.97163211423252
411.302,15433.021812658,-0.981874509504224
430.887,14959.9762820726,-0.99197808042601
451.404,14498.546047691,-1.00162068374082
472.898,14042.0127046792,-1.01139056896899
495.415,13599.1939009407,-1.02078063905217
519.005,13166.9388570617,-1.03004481354239
543.718,12741.1250442997,-1.03894268675403
569.607,12327.4612353005,-1.04791981631802
596.729,11920.5357435004,-1.05629295447659
625.143,11525.9689471064,-1.06480135958745
654.91,11141.614084362,-1.07289525002183
686.094,10764.8860992928,-1.08069212032636
718.763,10399.6022811373,-1.08831343070429
752.987,10044.6622225635,-1.09558434645069
788.841,9698.09404740719,-1.1026760449008
826.402,9361.44058843672,-1.10958390269486
865.752,9035.47260172838,-1.1161865967883
906.976,8717.42448527002,-1.12256557019236
950.162,8409.19327429822,-1.12864503650203
995.405,8111.24058407575,-1.13439642962952
1042.802,7820.94003897964,-1.13999183318274
1092.455,7540.25000047586,-1.14528461388768
1144.474,7268.81218243397,-1.15031547146719
1198.969,7005.40839180013,-1.15506931666088
1256.058,6750.07518121387,-1.15956420319084
1315.866,6503.70013255895,-1.16380383824522
1378.522,6265.29784752596,-1.16778110489687
1444.162,6034.67030784778,-1.17147507012522
1512.927,5811.90488480425,-1.17485811351556
1584.966,5596.75115272253,-1.1779756906079
1660.435,5389.01381713799,-1.1808433655145
1739.498,5188.49105887111,-1.18344844891852
1822.326,4995.17627120711,-1.18575292633312
1909.097,4808.68501870939,-1.18778088926596
2000,4628.74418163869,-1.18954998196149
